Vin,Vo,D1,D2,DT,Fs,Po,PIron,PCond,PCopp,PSw,Ploss
350.00,397.19,0.85,0.15,0.03,50000.00,450.75,0.23,0.75,0.06,5.88,6.92
350.00,397.12,0.85,0.15,0.03,50000.00,525.69,0.25,0.85,0.06,6.20,7.35
350.00,397.11,0.85,0.15,0.03,100000.00,630.79,0.15,0.88,0.02,12.13,13.17
350.00,397.02,0.85,0.15,0.03,50000.00,630.51,0.27,1.00,0.06,6.80,8.13
350.00,396.97,0.85,0.15,0.03,100000.00,787.91,0.16,1.16,0.02,13.91,15.25
300.00,396.91,0.75,0.25,0.01,25000.00,787.69,3.73,2.56,0.81,1.86,8.96
350.00,396.88,0.85,0.15,0.03,50000.00,787.56,0.30,1.26,0.06,7.89,9.51
350.00,396.72,0.85,0.15,0.03,100000.00,1049.26,0.18,1.70,0.02,17.60,19.50
350.00,396.67,0.85,0.15,0.03,25000.00,629.40,0.48,1.36,0.24,4.32,6.41
350.00,396.64,0.85,0.15,0.03,50000.00,1048.80,0.34,1.78,0.06,9.57,11.76
350.00,396.53,0.85,0.15,0.03,25000.00,786.17,0.54,1.59,0.24,4.79,7.16
300.00,396.44,0.75,0.25,0.00,25000.00,1047.77,2.48,3.25,0.80,4.09,10.61
300.00,396.38,0.75,0.25,0.00,25000.00,785.58,3.69,2.56,0.80,1.86,8.91
300.00,396.37,0.75,0.25,0.00,25000.00,1571.09,2.99,5.04,0.80,4.57,13.41
300.00,396.28,0.75,0.25,0.00,25000.00,628.16,3.42,2.23,0.80,1.72,8.18
350.00,396.28,0.85,0.15,0.03,25000.00,1046.94,0.62,2.06,0.24,5.09,8.02
300.00,396.28,0.75,0.25,0.00,25000.00,523.45,3.29,2.05,0.80,1.68,7.81
350.00,396.24,0.85,0.15,0.03,100000.00,1570.04,0.22,3.04,0.01,20.15,23.41
300.00,396.18,0.75,0.25,0.00,25000.00,448.46,3.20,1.93,0.80,1.66,7.59
350.00,396.15,0.85,0.15,0.03,50000.00,1569.35,0.40,3.10,0.06,9.83,13.39
300.00,396.12,0.75,0.25,0.00,25000.00,392.28,3.15,1.85,0.80,1.65,7.44
300.00,396.07,0.75,0.25,0.00,25000.00,348.60,3.11,1.80,0.80,1.64,7.34
250.00,395.87,0.60,0.40,0.03,50000.00,447.74,1.48,1.52,0.29,3.82,7.11
350.00,395.80,0.85,0.15,0.03,25000.00,1566.56,0.73,3.32,0.23,4.66,8.95
250.00,395.74,0.60,0.40,0.03,50000.00,522.02,1.60,1.71,0.29,3.95,7.56
250.00,395.56,0.60,0.40,0.03,50000.00,625.86,1.76,2.03,0.29,4.14,8.22
350.00,395.49,0.90,0.10,0.00,25000.00,347.59,1.17,1.04,0.26,1.69,4.16
250.00,395.29,0.60,0.40,0.03,50000.00,781.26,1.97,2.56,0.29,4.68,9.50
350.00,395.10,0.90,0.10,0.00,25000.00,390.25,1.18,1.06,0.25,1.75,4.24
250.00,394.84,0.60,0.40,0.03,50000.00,1039.32,2.25,3.60,0.29,6.06,12.19
350.00,394.64,0.90,0.10,0.00,25000.00,444.96,1.19,1.09,0.25,1.84,4.37
250.00,394.30,0.60,0.40,0.03,25000.00,1036.48,3.94,4.24,1.15,2.50,11.82
300.00,394.27,0.75,0.25,0.01,100000.00,345.44,0.41,0.72,0.05,11.74,12.92
300.00,394.22,0.75,0.25,0.01,100000.00,388.52,0.44,0.80,0.05,12.06,13.34
300.00,394.15,0.75,0.25,0.01,100000.00,443.87,0.46,0.90,0.05,12.45,13.86
300.00,394.06,0.75,0.25,0.01,100000.00,517.61,0.50,1.06,0.05,12.86,14.47
350.00,394.03,0.90,0.10,0.00,25000.00,517.52,1.22,1.14,0.24,1.96,4.56
300.00,394.02,0.75,0.25,0.01,50000.00,443.58,0.84,1.16,0.19,6.59,8.78
250.00,393.95,0.60,0.40,0.03,50000.00,1551.94,2.54,6.20,0.29,5.92,14.95
300.00,393.94,0.75,0.25,0.01,100000.00,620.74,0.54,1.30,0.05,13.15,15.04
300.00,393.93,0.75,0.25,0.01,50000.00,517.27,0.91,1.29,0.19,6.58,8.98
300.00,393.80,0.75,0.25,0.01,50000.00,620.33,1.00,1.50,0.19,6.54,9.24
300.00,393.75,0.75,0.25,0.01,100000.00,775.18,0.61,1.69,0.05,13.13,15.47
300.00,393.62,0.75,0.25,0.01,50000.00,774.67,1.12,1.87,0.19,6.55,9.73
300.00,393.43,0.75,0.25,0.01,100000.00,1031.93,0.69,2.44,0.05,13.19,16.38
250.00,393.41,0.60,0.40,0.03,25000.00,1547.74,4.58,6.73,1.13,3.56,16.00
300.00,393.30,0.75,0.25,0.01,50000.00,1031.25,1.28,2.59,0.19,6.85,10.91
300.00,393.25,0.75,0.25,0.03,50000.00,343.65,2.39,0.99,0.19,3.24,6.80
350.00,393.24,0.90,0.10,0.00,25000.00,618.56,0.46,1.23,0.23,4.25,6.17
300.00,392.80,0.75,0.25,0.01,100000.00,1542.95,0.80,4.30,0.05,15.83,20.97
300.00,392.78,0.75,0.25,0.01,25000.00,1028.52,2.26,3.13,0.74,4.06,10.19
300.00,392.67,0.75,0.25,0.01,50000.00,1541.93,1.49,4.41,0.19,8.14,14.22
350.00,392.20,0.90,0.10,0.00,25000.00,769.11,0.49,1.41,0.22,4.69,6.81
300.00,392.15,0.75,0.25,0.01,25000.00,1537.85,2.69,4.84,0.73,4.05,12.31
300.00,391.39,0.75,0.25,0.02,50000.00,382.97,2.39,1.04,0.18,3.26,6.87
350.00,390.78,0.90,0.10,0.00,25000.00,1018.06,0.53,1.80,0.21,5.08,7.62
300.00,390.52,0.75,0.25,0.02,25000.00,762.52,3.30,2.42,0.71,1.79,8.21
300.00,388.91,0.75,0.25,0.02,50000.00,432.15,0.74,1.11,0.17,6.57,8.59
300.00,388.83,0.75,0.25,0.02,50000.00,503.95,0.80,1.24,0.17,6.59,8.79
350.00,388.80,0.90,0.10,0.00,25000.00,1511.66,0.57,2.92,0.19,4.76,8.43
300.00,388.70,0.75,0.25,0.02,50000.00,604.36,0.87,1.44,0.17,6.56,9.04
350.00,388.55,0.90,0.10,0.01,100000.00,335.50,0.08,0.42,0.01,11.88,12.38
350.00,388.55,0.90,0.10,0.00,100000.00,335.50,0.08,0.42,0.01,11.88,12.38
300.00,388.52,0.75,0.25,0.02,50000.00,754.74,0.98,1.79,0.17,6.53,9.47
350.00,388.52,0.90,0.10,0.01,100000.00,377.36,0.08,0.47,0.01,11.63,12.19
350.00,388.52,0.90,0.10,0.00,100000.00,377.36,0.08,0.47,0.01,11.63,12.19
350.00,388.47,0.90,0.10,0.01,100000.00,431.16,0.09,0.53,0.01,11.40,12.03
350.00,388.47,0.90,0.10,0.00,100000.00,431.16,0.09,0.53,0.01,11.40,12.03
350.00,388.40,0.90,0.10,0.01,100000.00,502.85,0.09,0.63,0.01,11.34,12.07
350.00,388.40,0.90,0.10,0.00,100000.00,502.85,0.09,0.63,0.01,11.34,12.07
350.00,388.31,0.90,0.10,0.01,100000.00,603.13,0.10,0.78,0.01,11.76,12.66
350.00,388.31,0.90,0.10,0.00,100000.00,603.13,0.10,0.78,0.01,11.76,12.66
350.00,388.26,0.90,0.10,0.01,25000.00,335.00,0.91,0.91,0.18,1.55,3.56
300.00,388.21,0.75,0.25,0.02,50000.00,1004.73,1.12,2.48,0.17,6.77,10.53
350.00,388.17,0.90,0.10,0.01,100000.00,753.37,0.11,1.03,0.01,13.23,14.39
350.00,388.17,0.90,0.10,0.00,100000.00,753.37,0.11,1.03,0.01,13.23,14.39
350.00,388.14,0.90,0.10,0.01,25000.00,376.62,0.93,0.94,0.18,1.60,3.65
350.00,388.05,0.90,0.10,0.00,50000.00,334.62,0.14,0.52,0.04,5.68,6.39
350.00,388.03,0.90,0.10,0.00,50000.00,376.42,0.15,0.55,0.04,5.66,6.41
350.00,388.01,0.90,0.10,0.00,50000.00,430.15,0.16,0.60,0.04,5.72,6.53
350.00,387.98,0.90,0.10,0.00,50000.00,501.75,0.17,0.68,0.04,5.92,6.82
350.00,387.94,0.90,0.10,0.01,100000.00,1003.30,0.13,1.52,0.01,16.70,18.36
350.00,387.94,0.90,0.10,0.00,100000.00,1003.30,0.13,1.52,0.01,16.70,18.36
350.00,387.93,0.90,0.10,0.00,50000.00,601.95,0.19,0.81,0.04,6.39,7.44
350.00,387.85,0.90,0.10,0.00,50000.00,752.13,0.21,1.05,0.04,7.35,8.66
300.00,387.72,0.75,0.25,0.02,25000.00,1002.18,1.99,2.99,0.66,3.97,9.61
350.00,387.69,0.90,0.10,0.00,50000.00,1002.04,0.24,1.52,0.04,9.10,10.91
300.00,387.60,0.75,0.25,0.02,50000.00,1502.35,1.31,4.21,0.17,8.17,13.86
350.00,387.47,0.90,0.10,0.01,100000.00,1501.37,0.15,2.73,0.01,20.34,23.23
350.00,387.47,0.90,0.10,0.00,100000.00,1501.37,0.15,2.73,0.01,20.34,23.23
350.00,387.33,0.90,0.10,0.00,50000.00,1500.24,0.28,2.73,0.04,10.04,13.10
300.00,387.12,0.75,0.25,0.02,25000.00,1498.59,2.36,4.62,0.65,3.50,11.14
250.00,386.63,0.65,0.35,0.00,25000.00,332.18,4.75,2.32,1.21,1.15,9.43
250.00,386.46,0.65,0.35,0.00,25000.00,373.37,4.78,2.39,1.21,1.19,9.57
250.00,386.24,0.65,0.35,0.00,25000.00,426.24,4.83,2.48,1.20,1.26,9.77
250.00,385.96,0.65,0.35,0.00,25000.00,496.55,4.91,2.62,1.20,1.35,10.09
250.00,385.58,0.65,0.35,0.00,25000.00,594.69,5.06,2.85,1.19,1.49,10.59
250.00,385.04,0.65,0.35,0.00,25000.00,741.28,5.37,3.24,1.18,1.61,11.40
300.00,385.00,0.75,0.25,0.03,50000.00,370.57,0.62,0.99,0.16,6.46,8.23
350.00,384.22,0.90,0.10,0.01,50000.00,328.06,0.11,0.50,0.04,5.72,6.38
250.00,384.20,0.65,0.35,0.00,25000.00,984.08,3.89,4.07,1.17,2.49,11.61
350.00,384.19,0.90,0.10,0.01,50000.00,369.00,0.12,0.54,0.04,5.67,6.37
300.00,384.18,0.75,0.25,0.02,100000.00,327.98,0.31,0.66,0.04,11.47,12.49
300.00,384.18,0.75,0.25,0.03,100000.00,327.98,0.31,0.66,0.04,11.47,12.49
300.00,384.16,0.75,0.25,0.03,25000.00,737.89,1.53,2.29,0.61,3.45,7.89
350.00,384.14,0.90,0.10,0.01,50000.00,421.60,0.12,0.60,0.04,5.67,6.44
300.00,384.13,0.75,0.25,0.02,100000.00,368.88,0.33,0.73,0.04,11.76,12.86
300.00,384.13,0.75,0.25,0.03,100000.00,368.88,0.33,0.73,0.04,11.76,12.86
350.00,384.07,0.90,0.10,0.01,50000.00,491.71,0.13,0.68,0.04,5.81,6.66
300.00,384.06,0.75,0.25,0.03,100000.00,421.44,0.35,0.83,0.04,12.14,13.36
300.00,384.06,0.75,0.25,0.02,100000.00,421.44,0.35,0.83,0.04,12.14,13.36
350.00,383.98,0.90,0.10,0.01,50000.00,589.77,0.14,0.81,0.04,6.20,7.20
300.00,383.98,0.75,0.25,0.03,100000.00,491.47,0.38,0.97,0.04,12.61,14.00
300.00,383.98,0.75,0.25,0.02,100000.00,491.47,0.38,0.97,0.04,12.61,14.00
350.00,383.95,0.90,0.10,0.02,25000.00,327.59,0.78,0.82,0.14,1.48,3.22
300.00,383.95,0.75,0.25,0.03,50000.00,421.19,0.64,1.06,0.15,6.54,8.39
250.00,383.88,0.65,0.35,0.01,50000.00,327.48,3.34,1.20,0.29,1.84,6.67
250.00,383.87,0.65,0.35,0.03,50000.00,327.47,3.34,1.20,0.29,1.84,6.67
250.00,383.87,0.65,0.35,0.02,50000.00,327.46,3.34,1.20,0.29,1.84,6.67
350.00,383.87,0.90,0.10,0.01,25000.00,421.02,0.23,0.90,0.14,3.19,4.45
300.00,383.86,0.75,0.25,0.03,50000.00,491.17,0.69,1.18,0.15,6.59,8.62
300.00,383.86,0.75,0.25,0.02,100000.00,589.40,0.41,1.19,0.04,13.04,14.68
300.00,383.86,0.75,0.25,0.03,100000.00,589.40,0.41,1.19,0.04,13.04,14.68
250.00,383.85,0.65,0.35,0.00,50000.00,327.42,3.34,1.21,0.29,1.84,6.68
350.00,383.85,0.90,0.10,0.01,50000.00,736.70,0.16,1.04,0.04,7.08,8.32
250.00,383.81,0.65,0.35,0.01,50000.00,368.28,3.43,1.29,0.29,1.85,6.86
350.00,383.81,0.90,0.10,0.01,25000.00,491.03,0.24,0.97,0.14,3.40,4.74
250.00,383.80,0.65,0.35,0.02,50000.00,368.26,3.43,1.29,0.29,1.85,6.86
250.00,383.79,0.65,0.35,0.00,50000.00,368.23,3.43,1.30,0.29,1.85,6.87
300.00,383.75,0.75,0.25,0.03,50000.00,589.04,0.76,1.38,0.15,6.57,8.86
350.00,383.72,0.90,0.10,0.01,25000.00,588.96,0.26,1.08,0.14,3.73,5.21
250.00,383.70,0.65,0.35,0.00,50000.00,420.66,1.41,1.42,0.29,3.77,6.89
300.00,383.68,0.75,0.25,0.02,100000.00,736.07,0.46,1.55,0.04,13.17,15.22
300.00,383.68,0.75,0.25,0.03,100000.00,736.06,0.46,1.55,0.04,13.17,15.22
350.00,383.62,0.90,0.10,0.01,50000.00,981.12,0.18,1.49,0.04,8.81,10.51
250.00,383.59,0.65,0.35,0.00,50000.00,490.48,1.53,1.59,0.29,3.89,7.30
350.00,383.59,0.90,0.10,0.01,25000.00,735.69,0.29,1.28,0.14,4.25,5.96
300.00,383.57,0.75,0.25,0.03,50000.00,735.63,0.85,1.71,0.15,6.53,9.24
250.00,383.43,0.65,0.35,0.00,50000.00,588.08,1.68,1.87,0.29,4.05,7.89
300.00,383.39,0.75,0.25,0.02,100000.00,979.91,0.53,2.23,0.04,13.09,15.88
300.00,383.39,0.75,0.25,0.03,100000.00,979.91,0.53,2.23,0.04,13.09,15.88
350.00,383.36,0.90,0.10,0.01,25000.00,979.79,0.33,1.69,0.14,4.93,7.09
250.00,383.32,0.65,0.35,0.03,25000.00,326.52,4.51,2.09,1.15,1.12,8.87
300.00,383.28,0.75,0.25,0.03,50000.00,979.35,0.98,2.37,0.15,6.71,10.20
250.00,383.25,0.65,0.35,0.01,25000.00,326.40,4.51,2.10,1.15,1.12,8.87
250.00,383.25,0.65,0.35,0.02,25000.00,326.40,4.51,2.09,1.15,1.12,8.87
250.00,383.25,0.65,0.35,0.03,25000.00,367.20,4.55,2.15,1.15,1.16,9.02
250.00,383.19,0.65,0.35,0.00,50000.00,734.18,1.88,2.35,0.29,4.46,8.99
250.00,383.19,0.65,0.35,0.01,25000.00,367.08,4.55,2.16,1.15,1.16,9.02
250.00,383.18,0.65,0.35,0.02,25000.00,367.07,4.55,2.15,1.15,1.16,9.01
350.00,383.18,0.90,0.10,0.01,50000.00,1468.25,0.21,2.62,0.03,10.12,12.99
250.00,383.16,0.65,0.35,0.03,25000.00,419.46,4.61,2.25,1.15,1.23,9.23
250.00,383.10,0.65,0.35,0.01,25000.00,419.34,4.61,2.26,1.15,1.23,9.23
250.00,383.10,0.65,0.35,0.02,25000.00,419.33,4.61,2.25,1.15,1.22,9.22
250.00,383.04,0.65,0.35,0.03,25000.00,489.06,4.70,2.39,1.15,1.32,9.55
250.00,382.99,0.65,0.35,0.01,25000.00,488.95,4.70,2.40,1.15,1.32,9.56
250.00,382.98,0.65,0.35,0.02,25000.00,488.92,4.70,2.39,1.15,1.32,9.55
350.00,382.92,0.90,0.10,0.01,25000.00,1466.30,0.39,2.77,0.13,4.88,8.18
250.00,382.86,0.65,0.35,0.03,25000.00,586.34,4.86,2.62,1.14,1.45,10.08
250.00,382.84,0.65,0.35,0.01,25000.00,586.26,4.86,2.63,1.14,1.45,10.09
250.00,382.82,0.65,0.35,0.02,25000.00,586.21,4.86,2.62,1.14,1.45,10.08
300.00,382.80,0.75,0.25,0.02,100000.00,1465.35,0.61,3.92,0.04,15.11,19.67
300.00,382.80,0.75,0.25,0.03,100000.00,1465.35,0.61,3.92,0.04,15.11,19.67
300.00,382.79,0.75,0.25,0.03,25000.00,976.85,1.73,2.85,0.59,3.86,9.04
250.00,382.79,0.65,0.35,0.00,50000.00,976.83,2.15,3.29,0.29,5.70,11.43
250.00,382.71,0.65,0.35,0.00,25000.00,1464.69,4.53,6.25,1.14,3.63,15.54
300.00,382.70,0.75,0.25,0.03,50000.00,1464.56,1.14,4.02,0.15,8.11,13.42
250.00,382.64,0.65,0.35,0.02,25000.00,732.06,5.18,3.05,1.14,1.60,10.97
250.00,382.60,0.65,0.35,0.01,25000.00,731.93,5.18,3.05,1.14,1.60,10.97
300.00,382.21,0.75,0.25,0.03,25000.00,1460.82,2.06,4.41,0.58,3.42,10.47
250.00,381.97,0.65,0.35,0.00,50000.00,1459.01,2.46,5.63,0.28,5.02,13.40
350.00,380.51,0.90,0.10,0.02,25000.00,361.97,0.70,0.78,0.12,1.48,3.07
350.00,380.12,0.90,0.10,0.02,100000.00,321.10,0.05,0.36,0.01,12.11,12.52
350.00,380.09,0.90,0.10,0.02,100000.00,361.17,0.05,0.40,0.01,11.87,12.33
350.00,380.07,0.90,0.10,0.02,50000.00,321.00,0.08,0.46,0.03,5.79,6.36
350.00,380.04,0.90,0.10,0.02,100000.00,412.66,0.05,0.46,0.01,11.58,12.10
350.00,380.03,0.90,0.10,0.02,50000.00,361.06,0.09,0.50,0.03,5.71,6.32
350.00,379.98,0.90,0.10,0.02,50000.00,412.54,0.09,0.55,0.03,5.66,6.33
350.00,379.98,0.90,0.10,0.02,100000.00,481.28,0.05,0.55,0.01,11.34,11.95
350.00,379.92,0.90,0.10,0.02,50000.00,481.14,0.10,0.63,0.03,5.72,6.48
350.00,379.89,0.90,0.10,0.02,100000.00,577.28,0.06,0.68,0.01,11.47,12.22
350.00,379.84,0.90,0.10,0.02,50000.00,577.10,0.11,0.75,0.03,6.03,6.92
350.00,379.76,0.90,0.10,0.02,100000.00,721.10,0.06,0.91,0.01,12.58,13.56
350.00,379.74,0.90,0.10,0.02,25000.00,412.00,0.17,0.81,0.11,3.04,4.13
350.00,379.71,0.90,0.10,0.02,50000.00,720.89,0.12,0.97,0.03,6.81,7.93
350.00,379.68,0.90,0.10,0.02,25000.00,480.51,0.18,0.88,0.11,3.21,4.38
350.00,379.59,0.90,0.10,0.02,25000.00,576.36,0.20,0.98,0.11,3.51,4.80
350.00,379.55,0.90,0.10,0.02,100000.00,960.38,0.07,1.34,0.01,15.72,17.14
350.00,379.49,0.90,0.10,0.02,50000.00,960.10,0.14,1.39,0.03,8.49,10.05
350.00,379.46,0.90,0.10,0.02,25000.00,719.96,0.22,1.17,0.11,4.02,5.51
350.00,379.25,0.90,0.10,0.02,25000.00,958.86,0.25,1.56,0.11,4.78,6.69
350.00,379.12,0.90,0.10,0.02,100000.00,1437.29,0.08,2.43,0.01,20.34,22.86
350.00,379.06,0.90,0.10,0.02,50000.00,1436.90,0.16,2.46,0.03,10.17,12.82
350.00,378.82,0.90,0.10,0.02,25000.00,1435.04,0.29,2.59,0.10,4.97,7.95
250.00,378.25,0.65,0.35,0.00,100000.00,317.94,0.62,0.86,0.07,8.10,9.64
250.00,378.22,0.65,0.35,0.01,100000.00,317.89,0.62,0.86,0.07,8.10,9.64
250.00,378.21,0.65,0.35,0.02,100000.00,317.88,0.62,0.86,0.07,8.10,9.64
250.00,378.18,0.65,0.35,0.00,100000.00,357.55,0.65,0.95,0.07,7.89,9.56
250.00,378.15,0.65,0.35,0.01,100000.00,357.50,0.65,0.96,0.07,7.89,9.57
250.00,378.15,0.65,0.35,0.02,100000.00,357.49,0.65,0.96,0.07,7.89,9.57
250.00,378.09,0.65,0.35,0.00,100000.00,408.43,0.70,1.09,0.07,7.66,9.51
250.00,378.07,0.65,0.35,0.01,100000.00,408.39,0.70,1.09,0.07,7.66,9.51
250.00,378.06,0.65,0.35,0.02,100000.00,408.38,0.70,1.09,0.07,7.66,9.51
250.00,377.97,0.65,0.35,0.00,100000.00,476.21,0.75,1.28,0.07,7.45,9.55
250.00,377.96,0.65,0.35,0.01,100000.00,476.17,0.75,1.28,0.07,7.45,9.55
250.00,377.95,0.65,0.35,0.02,100000.00,476.16,0.75,1.28,0.07,7.45,9.55
250.00,377.94,0.65,0.35,0.01,50000.00,408.10,1.26,1.36,0.26,3.73,6.62
250.00,377.82,0.65,0.35,0.01,50000.00,475.83,1.37,1.53,0.26,3.83,7.00
250.00,377.81,0.65,0.35,0.00,100000.00,570.95,0.82,1.57,0.07,7.40,9.86
250.00,377.80,0.65,0.35,0.01,100000.00,570.92,0.82,1.57,0.07,7.40,9.86
250.00,377.79,0.65,0.35,0.02,100000.00,570.92,0.82,1.57,0.07,7.40,9.86
250.00,377.67,0.65,0.35,0.01,50000.00,570.54,1.50,1.80,0.26,3.99,7.56
250.00,377.56,0.65,0.35,0.00,100000.00,712.78,0.92,2.06,0.07,7.80,10.84
250.00,377.56,0.65,0.35,0.01,100000.00,712.76,0.92,2.06,0.07,7.80,10.84
250.00,377.56,0.65,0.35,0.02,100000.00,712.75,0.92,2.06,0.07,7.80,10.84
250.00,377.44,0.65,0.35,0.01,50000.00,712.29,1.68,2.25,0.26,4.32,8.52
250.00,377.24,0.65,0.35,0.03,50000.00,355.78,3.16,1.24,0.26,1.85,6.51
250.00,377.17,0.65,0.35,0.00,100000.00,948.37,1.05,2.98,0.07,8.92,13.01
250.00,377.17,0.65,0.35,0.01,100000.00,948.36,1.05,2.98,0.07,8.92,13.01
250.00,377.16,0.65,0.35,0.02,100000.00,948.35,1.05,2.98,0.07,8.92,13.01
250.00,377.05,0.65,0.35,0.01,50000.00,947.76,1.93,3.14,0.26,5.44,10.77
350.00,376.55,0.90,0.10,0.03,25000.00,315.09,0.58,0.67,0.09,1.42,2.76
250.00,376.51,0.65,0.35,0.01,25000.00,945.08,3.37,3.74,1.04,2.74,10.89
250.00,376.38,0.65,0.35,0.00,100000.00,1416.63,1.19,5.24,0.06,12.70,19.20
250.00,376.38,0.65,0.35,0.01,100000.00,1416.63,1.19,5.24,0.06,12.70,19.20
250.00,376.38,0.65,0.35,0.02,100000.00,1416.62,1.19,5.24,0.06,12.70,19.20
250.00,376.29,0.65,0.35,0.03,25000.00,707.97,4.71,2.91,1.03,1.56,10.21
250.00,376.27,0.65,0.35,0.01,50000.00,1415.77,2.22,5.37,0.26,4.99,12.84
350.00,375.99,0.90,0.10,0.03,50000.00,314.15,0.06,0.42,0.02,5.88,6.38
350.00,375.95,0.90,0.10,0.03,50000.00,353.35,0.06,0.45,0.02,5.77,6.31
350.00,375.91,0.90,0.10,0.03,50000.00,403.73,0.07,0.50,0.02,5.68,6.27
350.00,375.85,0.90,0.10,0.03,50000.00,470.87,0.07,0.58,0.02,5.67,6.34
350.00,375.76,0.90,0.10,0.03,50000.00,564.79,0.08,0.69,0.02,5.88,6.68
350.00,375.74,0.90,0.10,0.03,25000.00,352.95,0.11,0.68,0.08,2.86,3.74
250.00,375.73,0.65,0.35,0.01,25000.00,1411.76,3.99,5.85,1.02,3.63,14.49
350.00,375.70,0.90,0.10,0.03,25000.00,403.28,0.12,0.72,0.08,2.93,3.86
350.00,375.64,0.90,0.10,0.03,25000.00,470.34,0.13,0.79,0.08,3.06,4.06
350.00,375.64,0.90,0.10,0.03,50000.00,705.51,0.08,0.90,0.02,6.56,7.57
350.00,375.55,0.90,0.10,0.03,25000.00,564.16,0.14,0.89,0.08,3.32,4.43
300.00,375.48,0.80,0.20,0.00,50000.00,313.30,1.94,0.83,0.14,3.13,6.05
350.00,375.43,0.90,0.10,0.03,25000.00,704.73,0.16,1.07,0.08,3.79,5.09
350.00,375.42,0.90,0.10,0.03,50000.00,939.62,0.10,1.30,0.02,8.17,9.58
300.00,375.38,0.80,0.20,0.00,50000.00,352.27,0.54,0.88,0.14,6.38,7.94
350.00,375.26,0.95,0.05,0.00,25000.00,312.93,0.58,1.94,0.09,1.42,4.03
300.00,375.25,0.80,0.20,0.00,50000.00,402.32,0.57,0.96,0.14,6.48,8.15
350.00,375.22,0.90,0.10,0.03,25000.00,938.60,0.18,1.44,0.08,4.59,6.29
300.00,375.09,0.80,0.20,0.00,50000.00,468.97,0.61,1.07,0.14,6.57,8.39
350.00,375.00,0.90,0.10,0.03,50000.00,1406.27,0.11,2.31,0.02,10.18,12.63
300.00,374.87,0.80,0.20,0.00,50000.00,562.11,0.67,1.24,0.14,6.59,8.64
350.00,374.82,0.95,0.05,0.00,25000.00,351.22,0.12,1.81,0.09,2.87,4.88
350.00,374.80,0.90,0.10,0.03,25000.00,1404.79,0.21,2.42,0.08,5.04,7.74
300.00,374.77,0.80,0.20,0.00,25000.00,312.12,2.19,1.45,0.55,1.64,5.82
300.00,374.68,0.80,0.20,0.00,25000.00,350.96,2.21,1.48,0.55,1.63,5.87
300.00,374.57,0.80,0.20,0.00,50000.00,701.52,0.74,1.55,0.14,6.54,8.96
300.00,374.56,0.80,0.20,0.00,25000.00,400.84,2.24,1.53,0.55,1.63,5.94
300.00,374.47,0.80,0.20,0.01,50000.00,311.62,1.91,0.84,0.14,3.12,6.01
300.00,374.46,0.80,0.20,0.00,100000.00,311.60,0.27,0.60,0.03,11.32,12.23
300.00,374.43,0.80,0.20,0.00,100000.00,350.49,0.28,0.67,0.03,11.56,12.54
300.00,374.40,0.80,0.20,0.00,25000.00,467.26,2.29,1.60,0.54,1.63,6.07
300.00,374.39,0.80,0.20,0.00,100000.00,400.48,0.30,0.76,0.03,11.91,13.01
300.00,374.33,0.80,0.20,0.00,100000.00,467.07,0.32,0.89,0.03,12.39,13.64
350.00,374.28,0.95,0.05,0.00,25000.00,400.25,0.12,1.67,0.08,2.92,4.80
300.00,374.24,0.80,0.20,0.00,100000.00,560.22,0.35,1.08,0.03,12.91,14.38
300.00,374.20,0.80,0.20,0.00,25000.00,560.10,2.38,1.73,0.54,1.65,6.30
300.00,374.13,0.80,0.20,0.00,50000.00,933.17,0.85,2.15,0.13,6.63,9.77
300.00,374.10,0.80,0.20,0.00,100000.00,699.75,0.40,1.41,0.03,13.18,15.02
300.00,374.06,0.80,0.20,0.01,25000.00,310.93,2.15,1.47,0.54,1.64,5.80
300.00,374.03,0.80,0.20,0.03,25000.00,310.88,2.15,1.48,0.54,1.64,5.80
300.00,374.01,0.80,0.20,0.01,25000.00,349.72,2.17,1.51,0.54,1.64,5.86
300.00,373.99,0.80,0.20,0.03,25000.00,349.66,2.17,1.52,0.54,1.64,5.86
300.00,373.98,0.80,0.20,0.02,25000.00,310.81,2.14,1.47,0.54,1.64,5.79
300.00,373.97,0.80,0.20,0.03,25000.00,399.58,2.21,1.58,0.54,1.63,5.96
300.00,373.96,0.80,0.20,0.01,25000.00,399.55,2.21,1.57,0.54,1.63,5.95
300.00,373.93,0.80,0.20,0.02,25000.00,349.56,2.17,1.51,0.54,1.64,5.85
300.00,373.92,0.80,0.20,0.00,25000.00,699.07,1.30,1.97,0.54,3.38,7.18
300.00,373.88,0.80,0.20,0.01,25000.00,465.94,2.26,1.66,0.54,1.63,6.09
300.00,373.87,0.80,0.20,0.02,25000.00,399.37,2.20,1.57,0.54,1.63,5.94
300.00,373.85,0.80,0.20,0.00,100000.00,931.75,0.45,2.04,0.03,13.06,15.58
300.00,373.82,0.80,0.20,0.03,25000.00,465.80,2.26,1.66,0.53,1.63,6.09
300.00,373.75,0.80,0.20,0.02,25000.00,465.64,2.26,1.66,0.53,1.63,6.08
300.00,373.73,0.80,0.20,0.01,25000.00,558.71,2.36,1.81,0.53,1.65,6.35
350.00,373.63,0.95,0.05,0.00,25000.00,465.33,0.12,1.52,0.08,3.03,4.75
300.00,373.50,0.80,0.20,0.00,25000.00,930.00,1.51,2.48,0.53,3.69,8.21
