Vin,Vo,D1,D2,DT,Fs,Po,PIron,PCond,PCopp,PSw,Ploss
300.00,499.04,0.60,0.40,0.00,100000.00,622.60,1.74,1.53,0.14,13.14,16.54
450.00,499.03,0.90,0.10,0.01,25000.00,622.58,1.39,1.25,0.30,2.95,5.89
350.00,499.03,0.70,0.30,0.00,50000.00,711.52,2.30,1.76,0.42,9.95,14.42
400.00,498.99,0.80,0.20,0.00,100000.00,995.95,0.77,1.57,0.06,18.68,21.08
350.00,498.98,0.70,0.30,0.01,100000.00,829.93,1.38,1.66,0.10,17.54,20.69
350.00,498.98,0.70,0.30,0.00,100000.00,829.93,1.38,1.66,0.10,17.54,20.69
300.00,498.93,0.60,0.40,0.01,50000.00,553.19,5.94,1.77,0.55,3.30,11.55
400.00,498.93,0.80,0.20,0.00,25000.00,995.73,4.22,2.46,0.96,2.98,10.63
300.00,498.93,0.60,0.40,0.02,50000.00,553.18,5.94,1.76,0.55,3.30,11.54
300.00,498.92,0.60,0.40,0.03,50000.00,553.16,5.94,1.77,0.55,3.30,11.55
450.00,498.92,0.90,0.10,0.00,50000.00,553.15,0.28,0.69,0.07,10.18,11.23
300.00,498.90,0.60,0.40,0.00,100000.00,711.15,1.86,1.76,0.14,13.07,16.82
300.00,498.90,0.60,0.40,0.00,50000.00,553.11,5.94,1.77,0.55,3.30,11.55
450.00,498.89,0.90,0.10,0.00,50000.00,622.24,0.29,0.74,0.07,10.29,11.39
350.00,498.89,0.70,0.30,0.00,50000.00,829.64,2.50,1.98,0.42,10.17,15.06
450.00,498.87,0.90,0.10,0.00,50000.00,711.05,0.31,0.81,0.07,10.54,11.74
400.00,498.84,0.80,0.20,0.00,50000.00,1658.97,1.83,3.20,0.24,12.22,17.49
300.00,498.83,0.60,0.40,0.01,50000.00,622.08,6.16,1.91,0.55,3.33,11.95
450.00,498.83,0.90,0.10,0.00,50000.00,829.42,0.34,0.93,0.07,11.01,12.34
300.00,498.80,0.60,0.40,0.00,50000.00,622.01,6.16,1.91,0.55,3.33,11.95
350.00,498.80,0.70,0.30,0.01,100000.00,995.20,1.52,2.05,0.10,19.42,23.09
350.00,498.80,0.70,0.30,0.00,100000.00,995.20,1.52,2.05,0.10,19.42,23.09
400.00,498.80,0.80,0.20,0.00,100000.00,1244.00,0.86,2.07,0.06,19.18,22.18
450.00,498.77,0.90,0.10,0.01,100000.00,1658.51,0.25,2.18,0.02,27.47,29.93
450.00,498.77,0.90,0.10,0.00,100000.00,1658.51,0.25,2.18,0.02,27.47,29.93
450.00,498.76,0.90,0.10,0.00,50000.00,995.06,0.37,1.12,0.07,11.75,13.31
400.00,498.75,0.80,0.20,0.01,25000.00,552.78,3.77,2.06,0.96,2.47,9.26
300.00,498.72,0.60,0.40,0.00,100000.00,829.08,2.01,2.09,0.14,13.10,17.34
400.00,498.70,0.80,0.20,0.03,25000.00,552.67,3.77,2.07,0.96,2.47,9.27
300.00,498.69,0.60,0.40,0.00,50000.00,710.55,3.31,2.12,0.54,6.78,12.76
400.00,498.69,0.80,0.20,0.01,25000.00,621.72,3.82,2.13,0.96,2.51,9.41
350.00,498.68,0.70,0.30,0.00,50000.00,994.73,2.75,2.34,0.41,10.09,15.60
450.00,498.66,0.90,0.10,0.00,50000.00,1243.31,0.41,1.47,0.07,12.82,14.77
400.00,498.65,0.80,0.20,0.03,25000.00,621.63,3.82,2.14,0.95,2.51,9.42
400.00,498.64,0.80,0.20,0.02,25000.00,552.55,3.77,2.06,0.95,2.47,9.25
400.00,498.62,0.80,0.20,0.03,25000.00,710.36,3.89,2.23,0.95,2.59,9.66
400.00,498.61,0.80,0.20,0.01,25000.00,710.32,3.88,2.22,0.95,2.59,9.65
400.00,498.57,0.80,0.20,0.02,25000.00,621.44,3.81,2.12,0.95,2.51,9.39
400.00,498.55,0.80,0.20,0.00,25000.00,1242.78,2.77,2.84,0.95,6.29,12.86
350.00,498.53,0.70,0.30,0.01,100000.00,1242.64,1.68,2.71,0.10,20.36,24.86
350.00,498.53,0.70,0.30,0.00,100000.00,1242.64,1.68,2.71,0.10,20.36,24.86
300.00,498.52,0.60,0.40,0.00,50000.00,828.41,3.60,2.43,0.54,7.04,13.62
400.00,498.50,0.80,0.20,0.01,25000.00,828.35,3.99,2.36,0.95,2.73,10.03
400.00,498.50,0.80,0.20,0.02,25000.00,709.99,3.88,2.21,0.95,2.59,9.63
300.00,498.47,0.60,0.40,0.00,100000.00,993.90,2.19,2.60,0.14,13.41,18.34
400.00,498.47,0.80,0.20,0.00,100000.00,1656.45,0.98,3.05,0.06,21.12,25.21
450.00,498.46,0.90,0.10,0.00,50000.00,1656.43,0.47,2.18,0.07,14.36,17.08
400.00,498.42,0.80,0.20,0.03,25000.00,828.09,3.99,2.36,0.95,2.73,10.02
350.00,498.39,0.70,0.30,0.00,50000.00,1241.98,3.07,2.96,0.41,9.60,16.05
350.00,498.35,0.70,0.30,0.01,25000.00,551.90,6.65,2.68,1.65,2.40,13.37
300.00,498.35,0.60,0.40,0.03,25000.00,551.89,8.97,3.03,2.17,2.04,16.21
400.00,498.34,0.80,0.20,0.02,25000.00,827.80,3.98,2.35,0.95,2.73,10.00
350.00,498.32,0.70,0.30,0.03,25000.00,551.83,6.64,2.66,1.65,2.40,13.35
400.00,498.31,0.80,0.20,0.01,25000.00,993.26,4.17,2.60,0.95,2.96,10.68
350.00,498.28,0.70,0.30,0.01,25000.00,620.71,6.70,2.76,1.65,2.37,13.48
300.00,498.28,0.60,0.40,0.00,50000.00,993.12,3.96,2.91,0.54,7.67,15.08
350.00,498.26,0.70,0.30,0.02,25000.00,551.70,6.64,2.67,1.65,2.40,13.36
350.00,498.24,0.70,0.30,0.03,25000.00,620.61,6.70,2.74,1.65,2.37,13.46
300.00,498.24,0.60,0.40,0.03,25000.00,620.60,9.04,3.14,2.17,2.01,16.36
300.00,498.22,0.60,0.40,0.02,25000.00,551.60,8.96,3.02,2.17,2.04,16.19
300.00,498.20,0.60,0.40,0.01,25000.00,551.57,8.96,3.03,2.17,2.04,16.20
350.00,498.19,0.70,0.30,0.02,25000.00,620.48,6.69,2.76,1.65,2.37,13.47
350.00,498.19,0.70,0.30,0.01,25000.00,709.11,6.78,2.88,1.65,2.33,13.64
450.00,498.18,0.90,0.10,0.01,100000.00,2481.85,0.29,4.03,0.02,25.44,29.77
450.00,498.18,0.90,0.10,0.00,100000.00,2481.85,0.29,4.03,0.02,25.44,29.77
350.00,498.14,0.70,0.30,0.03,25000.00,708.98,6.78,2.87,1.65,2.33,13.62
300.00,498.11,0.60,0.40,0.02,25000.00,620.29,9.03,3.14,2.17,2.01,16.34
300.00,498.10,0.60,0.40,0.01,25000.00,620.26,9.03,3.14,2.17,2.01,16.35
300.00,498.10,0.60,0.40,0.00,100000.00,1240.52,2.42,3.46,0.14,14.60,20.62
350.00,498.10,0.70,0.30,0.02,25000.00,708.86,6.77,2.88,1.65,2.33,13.63
300.00,498.10,0.60,0.40,0.03,25000.00,708.86,9.15,3.31,2.16,1.88,16.51
350.00,498.07,0.70,0.30,0.01,100000.00,1653.80,1.88,3.98,0.10,18.95,24.92
350.00,498.07,0.70,0.30,0.00,100000.00,1653.80,1.88,3.98,0.10,18.95,24.92
350.00,498.06,0.70,0.30,0.01,25000.00,826.87,6.91,3.07,1.65,2.28,13.91
350.00,498.00,0.70,0.30,0.03,25000.00,826.67,6.91,3.05,1.64,2.28,13.88
400.00,497.99,0.80,0.20,0.00,25000.00,1653.33,3.20,3.66,0.94,6.34,14.14
450.00,497.99,0.90,0.10,0.00,50000.00,2479.99,0.53,4.03,0.07,11.06,15.70
300.00,497.98,0.60,0.40,0.02,25000.00,708.53,9.14,3.31,2.16,1.89,16.49
350.00,497.97,0.70,0.30,0.02,25000.00,826.58,6.91,3.07,1.64,2.28,13.90
300.00,497.97,0.60,0.40,0.01,25000.00,708.50,9.13,3.31,2.16,1.89,16.49
350.00,497.92,0.70,0.30,0.00,50000.00,1652.83,3.47,4.20,0.41,8.77,16.85
300.00,497.92,0.60,0.40,0.00,50000.00,1239.60,4.41,3.74,0.54,8.16,16.85
300.00,497.91,0.60,0.40,0.03,25000.00,826.37,9.32,3.57,2.16,1.70,16.74
350.00,497.88,0.70,0.30,0.01,25000.00,991.54,7.15,3.37,1.64,2.18,14.35
400.00,497.86,0.80,0.20,0.00,50000.00,2478.64,2.05,5.62,0.23,13.82,21.72
300.00,497.81,0.60,0.40,0.02,25000.00,826.04,9.31,3.56,2.16,1.70,16.73
300.00,497.79,0.60,0.40,0.01,25000.00,826.00,9.31,3.57,2.16,1.70,16.73
350.00,497.79,0.70,0.30,0.02,25000.00,991.20,7.14,3.37,1.64,2.18,14.34
350.00,497.79,0.70,0.30,0.03,25000.00,991.18,7.14,3.35,1.64,2.18,14.32
400.00,497.76,0.80,0.20,0.00,100000.00,2477.68,1.10,5.50,0.06,24.39,31.04
300.00,497.64,0.60,0.40,0.03,25000.00,990.60,9.63,3.98,2.16,2.09,17.86
350.00,497.59,0.70,0.30,0.01,25000.00,1237.95,7.63,3.91,1.64,2.50,15.67
300.00,497.56,0.60,0.40,0.02,25000.00,990.25,9.62,3.98,2.15,2.09,17.84
300.00,497.55,0.60,0.40,0.01,25000.00,990.22,9.62,3.98,2.15,2.09,17.84
300.00,497.48,0.60,0.40,0.00,100000.00,1649.93,2.66,5.14,0.13,15.98,23.92
300.00,497.31,0.60,0.40,0.00,50000.00,1648.76,4.90,5.37,0.54,8.06,18.87
300.00,497.17,0.60,0.40,0.01,25000.00,1235.88,10.27,4.73,2.14,2.60,19.74
350.00,497.14,0.70,0.30,0.01,100000.00,2471.46,2.06,7.18,0.10,21.94,31.28
350.00,497.14,0.70,0.30,0.00,100000.00,2471.46,2.06,7.18,0.10,21.94,31.28
400.00,497.07,0.80,0.20,0.00,25000.00,2470.75,3.67,5.94,0.92,7.04,17.58
350.00,496.99,0.70,0.30,0.00,50000.00,2470.00,3.82,7.36,0.41,12.67,24.25
300.00,496.97,0.60,0.40,0.00,25000.00,2469.77,9.49,10.27,2.14,6.07,27.97
350.00,496.74,0.70,0.30,0.00,25000.00,822.51,6.79,3.81,1.62,2.29,14.50
350.00,496.73,0.70,0.30,0.00,25000.00,704.97,6.64,3.63,1.62,2.34,14.23
350.00,496.71,0.70,0.30,0.00,25000.00,986.87,7.03,4.09,1.62,2.19,14.93
350.00,496.70,0.70,0.30,0.00,25000.00,616.77,6.55,3.51,1.62,2.38,14.05
350.00,496.67,0.70,0.30,0.00,25000.00,548.19,6.49,3.42,1.62,2.41,13.94
350.00,496.65,0.70,0.30,0.00,25000.00,1233.28,7.53,4.61,1.61,2.47,16.23
350.00,496.51,0.70,0.30,0.00,25000.00,1643.50,5.92,5.67,1.61,5.97,19.18
300.00,496.29,0.60,0.40,0.02,50000.00,615.75,6.01,1.89,0.53,3.33,11.76
300.00,496.26,0.60,0.40,0.00,100000.00,2462.75,2.80,9.36,0.13,19.79,32.08
400.00,496.19,0.80,0.20,0.02,25000.00,984.80,4.01,2.53,0.91,2.92,10.37
300.00,496.09,0.60,0.40,0.00,50000.00,2461.05,5.19,9.55,0.53,9.60,24.87
350.00,495.92,0.70,0.30,0.00,25000.00,2459.37,6.80,8.54,1.60,6.24,23.18
350.00,495.34,0.70,0.30,0.02,50000.00,613.40,4.55,1.58,0.40,4.73,11.26
300.00,495.04,0.60,0.40,0.02,25000.00,1225.35,10.04,4.68,2.10,2.59,19.41
350.00,494.13,0.70,0.30,0.02,25000.00,1220.82,7.28,3.83,1.56,2.39,15.06
450.00,494.00,0.90,0.10,0.01,50000.00,542.30,0.22,0.68,0.06,10.16,11.11
450.00,493.95,0.90,0.10,0.01,50000.00,609.97,0.23,0.73,0.06,10.20,11.23
450.00,493.89,0.90,0.10,0.01,50000.00,696.94,0.24,0.82,0.06,10.38,11.50
450.00,493.81,0.90,0.10,0.01,50000.00,812.82,0.26,0.94,0.06,10.77,12.03
450.00,493.69,0.90,0.10,0.01,50000.00,974.93,0.29,1.13,0.06,11.48,12.96
450.00,493.65,0.90,0.10,0.02,25000.00,541.53,1.14,1.09,0.24,2.76,5.22
450.00,493.55,0.90,0.10,0.01,25000.00,695.97,0.44,1.21,0.24,5.87,7.75
450.00,493.52,0.90,0.10,0.01,50000.00,1217.81,0.32,1.47,0.06,12.55,14.39
450.00,493.47,0.90,0.10,0.01,25000.00,811.69,0.47,1.31,0.23,6.12,8.13
450.00,493.35,0.90,0.10,0.01,25000.00,973.58,0.52,1.48,0.23,6.46,8.68
450.00,493.23,0.90,0.10,0.01,50000.00,1621.85,0.36,2.14,0.06,14.12,16.68
450.00,493.18,0.90,0.10,0.01,25000.00,1216.14,0.58,1.78,0.23,6.93,9.52
400.00,493.10,0.80,0.20,0.01,50000.00,607.86,0.96,1.20,0.21,9.11,11.48
400.00,493.02,0.80,0.20,0.01,50000.00,694.48,1.03,1.30,0.21,9.28,11.83
400.00,492.92,0.80,0.20,0.01,50000.00,809.90,1.11,1.47,0.21,9.44,12.23
450.00,492.90,0.90,0.10,0.01,25000.00,1619.65,0.66,2.40,0.23,7.35,10.64
400.00,492.78,0.80,0.20,0.01,50000.00,971.32,1.22,1.73,0.21,9.58,12.74
450.00,492.66,0.90,0.10,0.01,50000.00,2427.10,0.41,3.87,0.06,11.86,16.19
400.00,492.56,0.80,0.20,0.01,50000.00,1213.10,1.36,2.18,0.21,9.93,13.68
450.00,492.33,0.90,0.10,0.01,25000.00,2423.89,0.75,4.07,0.22,5.62,10.66
400.00,492.21,0.80,0.20,0.01,50000.00,1615.14,1.55,3.07,0.21,11.78,16.62
400.00,491.99,0.80,0.20,0.01,25000.00,1210.28,2.37,2.85,0.83,6.24,12.29
350.00,491.95,0.70,0.30,0.01,50000.00,691.48,2.04,1.70,0.38,9.76,13.88
350.00,491.83,0.70,0.30,0.01,50000.00,806.32,2.22,1.92,0.38,10.10,14.61
350.00,491.65,0.70,0.30,0.01,50000.00,966.87,2.44,2.26,0.38,10.16,15.24
400.00,491.64,0.80,0.20,0.01,25000.00,1611.41,2.75,3.66,0.82,6.01,13.24
400.00,491.50,0.80,0.20,0.01,50000.00,2415.75,1.75,5.37,0.21,13.63,20.97
350.00,491.38,0.70,0.30,0.01,50000.00,1207.27,2.73,2.85,0.38,9.75,15.71
400.00,490.94,0.80,0.20,0.01,25000.00,2410.24,3.17,5.85,0.81,6.39,16.21
350.00,490.93,0.70,0.30,0.01,50000.00,1606.76,3.09,4.02,0.37,8.97,16.45
300.00,490.56,0.60,0.40,0.01,50000.00,687.56,2.98,2.04,0.50,6.71,12.23
300.00,490.39,0.60,0.40,0.01,50000.00,801.61,3.24,2.33,0.50,6.90,12.97
350.00,490.26,0.70,0.30,0.01,25000.00,1602.38,5.35,4.82,1.48,5.69,17.35
300.00,490.16,0.60,0.40,0.01,50000.00,961.02,3.56,2.79,0.50,7.43,14.28
350.00,490.04,0.70,0.30,0.01,50000.00,2401.35,3.42,7.02,0.37,12.19,22.99
300.00,489.80,0.60,0.40,0.01,50000.00,1199.54,3.97,3.57,0.50,8.15,16.19
400.00,489.52,0.80,0.20,0.02,50000.00,532.51,2.56,1.08,0.20,4.43,8.27
350.00,489.38,0.70,0.30,0.01,25000.00,2394.88,6.13,7.68,1.46,6.38,21.64
450.00,489.23,0.90,0.10,0.02,25000.00,598.36,1.01,1.05,0.19,2.75,5.00
300.00,489.21,0.60,0.40,0.01,50000.00,1595.54,4.42,5.12,0.49,7.00,17.04
300.00,489.05,0.60,0.40,0.03,50000.00,597.91,5.61,1.83,0.49,3.30,11.24
450.00,488.73,0.90,0.10,0.02,100000.00,530.80,0.09,0.48,0.01,20.35,20.93
450.00,488.69,0.90,0.10,0.02,100000.00,597.04,0.09,0.55,0.01,20.42,21.07
450.00,488.66,0.90,0.10,0.02,50000.00,530.63,0.16,0.62,0.05,10.17,11.00
450.00,488.63,0.90,0.10,0.02,100000.00,682.16,0.10,0.63,0.01,20.34,21.08
450.00,488.61,0.90,0.10,0.02,50000.00,596.85,0.17,0.67,0.05,10.16,11.05
300.00,488.55,0.60,0.40,0.01,25000.00,1591.22,7.64,5.98,1.96,4.84,20.43
450.00,488.55,0.90,0.10,0.02,50000.00,681.95,0.18,0.75,0.05,10.25,11.23
450.00,488.55,0.90,0.10,0.02,100000.00,795.59,0.10,0.76,0.01,20.40,21.28
450.00,488.47,0.90,0.10,0.02,50000.00,795.35,0.19,0.87,0.05,10.55,11.66
450.00,488.44,0.90,0.10,0.02,100000.00,954.28,0.11,0.96,0.01,21.18,22.26
450.00,488.36,0.90,0.10,0.02,50000.00,953.99,0.21,1.05,0.05,11.20,12.51
450.00,488.27,0.90,0.10,0.02,100000.00,1192.03,0.13,1.29,0.01,23.22,24.65
450.00,488.23,0.90,0.10,0.02,25000.00,681.07,0.33,1.09,0.18,5.65,7.25
450.00,488.20,0.90,0.10,0.02,50000.00,1191.68,0.24,1.37,0.05,12.26,13.91
450.00,488.16,0.90,0.10,0.02,25000.00,794.32,0.35,1.19,0.18,5.90,7.62
450.00,488.05,0.90,0.10,0.02,25000.00,952.76,0.38,1.35,0.18,6.24,8.16
300.00,488.04,0.60,0.40,0.01,50000.00,2381.82,4.73,9.06,0.49,9.56,23.83
450.00,487.99,0.90,0.10,0.02,100000.00,1587.56,0.14,1.94,0.01,26.58,28.68
450.00,487.92,0.90,0.10,0.02,50000.00,1587.11,0.27,2.00,0.04,13.86,16.17
450.00,487.88,0.90,0.10,0.02,25000.00,1190.14,0.43,1.64,0.18,6.73,8.97
300.00,487.81,0.60,0.40,0.03,25000.00,1189.80,9.29,4.51,1.95,2.49,18.24
400.00,487.72,0.80,0.20,0.03,25000.00,951.48,3.39,2.35,0.75,2.72,9.21
450.00,487.60,0.90,0.10,0.02,25000.00,1585.06,0.49,2.23,0.18,7.32,10.22
350.00,487.52,0.70,0.30,0.03,50000.00,594.18,4.15,1.51,0.36,4.57,10.59
450.00,487.44,0.90,0.10,0.02,100000.00,2375.93,0.16,3.60,0.01,27.85,31.62
300.00,487.39,0.60,0.40,0.01,25000.00,2375.45,8.50,9.78,1.94,5.61,25.83
450.00,487.37,0.90,0.10,0.02,50000.00,2375.28,0.30,3.65,0.04,12.76,16.75
400.00,487.30,0.80,0.20,0.03,100000.00,527.69,0.43,0.77,0.05,15.77,17.01
400.00,487.30,0.80,0.20,0.02,100000.00,527.69,0.43,0.77,0.05,15.77,17.01
400.00,487.30,0.80,0.20,0.01,100000.00,527.69,0.43,0.77,0.05,15.77,17.01
400.00,487.24,0.80,0.20,0.02,100000.00,593.51,0.45,0.86,0.05,16.24,17.60
400.00,487.24,0.80,0.20,0.01,100000.00,593.51,0.45,0.86,0.05,16.24,17.60
400.00,487.24,0.80,0.20,0.03,100000.00,593.51,0.45,0.86,0.05,16.24,17.60
400.00,487.17,0.80,0.20,0.03,100000.00,678.09,0.48,0.98,0.05,16.85,18.36
400.00,487.17,0.80,0.20,0.02,100000.00,678.09,0.48,0.98,0.05,16.85,18.36
400.00,487.17,0.80,0.20,0.01,100000.00,678.09,0.48,0.98,0.05,16.85,18.36
400.00,487.11,0.80,0.20,0.02,50000.00,593.18,0.82,1.14,0.19,8.99,11.13
400.00,487.07,0.80,0.20,0.03,100000.00,790.79,0.52,1.16,0.05,17.60,19.32
400.00,487.07,0.80,0.20,0.02,100000.00,790.79,0.52,1.16,0.05,17.60,19.32
400.00,487.07,0.80,0.20,0.01,100000.00,790.79,0.52,1.16,0.05,17.60,19.32
450.00,487.05,0.90,0.10,0.02,25000.00,2372.21,0.55,3.82,0.17,5.34,9.89
400.00,487.03,0.80,0.20,0.02,50000.00,677.72,0.88,1.24,0.19,9.18,11.49
400.00,486.94,0.80,0.20,0.02,50000.00,790.36,0.95,1.40,0.19,9.37,11.90
400.00,486.93,0.80,0.20,0.03,100000.00,948.41,0.57,1.43,0.05,18.39,20.43
400.00,486.93,0.80,0.20,0.02,100000.00,948.41,0.57,1.43,0.05,18.39,20.43
400.00,486.93,0.80,0.20,0.01,100000.00,948.41,0.57,1.43,0.05,18.39,20.43
400.00,486.80,0.80,0.20,0.02,50000.00,947.91,1.04,1.64,0.18,9.53,12.41
400.00,486.73,0.80,0.20,0.03,100000.00,1184.51,0.63,1.89,0.05,19.02,21.59
400.00,486.73,0.80,0.20,0.02,100000.00,1184.51,0.63,1.89,0.05,19.02,21.59
400.00,486.73,0.80,0.20,0.01,100000.00,1184.51,0.63,1.89,0.05,19.02,21.59
400.00,486.60,0.80,0.20,0.02,50000.00,1183.89,1.16,2.07,0.18,9.79,13.21
400.00,486.38,0.80,0.20,0.03,100000.00,1577.13,0.72,2.77,0.05,20.21,23.74
400.00,486.38,0.80,0.20,0.02,100000.00,1577.13,0.72,2.77,0.05,20.21,23.74
400.00,486.38,0.80,0.20,0.01,100000.00,1577.13,0.72,2.77,0.05,20.21,23.74
350.00,486.35,0.70,0.30,0.03,25000.00,1182.70,6.53,3.64,1.40,2.20,13.77
400.00,486.26,0.80,0.20,0.02,50000.00,1576.32,1.33,2.93,0.18,11.35,15.78
400.00,486.04,0.80,0.20,0.02,25000.00,1181.16,2.04,2.70,0.73,6.03,11.50
400.00,485.70,0.80,0.20,0.03,100000.00,2359.04,0.81,5.00,0.05,24.16,30.02
400.00,485.70,0.80,0.20,0.02,100000.00,2359.04,0.81,5.00,0.05,24.16,30.02
400.00,485.70,0.80,0.20,0.01,100000.00,2359.04,0.81,5.00,0.05,24.16,30.02
400.00,485.70,0.80,0.20,0.02,25000.00,1572.69,2.36,3.48,0.72,6.05,12.60
400.00,485.58,0.80,0.20,0.02,50000.00,2357.92,1.50,5.12,0.18,12.96,19.76
350.00,485.48,0.70,0.30,0.02,100000.00,523.75,0.89,1.01,0.09,12.90,14.88
350.00,485.41,0.70,0.30,0.02,100000.00,589.06,0.94,1.13,0.09,13.70,15.85
350.00,485.32,0.70,0.30,0.02,100000.00,672.96,1.01,1.29,0.09,14.84,17.22
350.00,485.20,0.70,0.30,0.02,100000.00,784.72,1.09,1.52,0.09,16.45,19.15
350.00,485.15,0.70,0.30,0.02,50000.00,672.49,1.81,1.64,0.34,9.52,13.31
350.00,485.03,0.70,0.30,0.02,50000.00,784.18,1.97,1.84,0.34,9.97,14.12
350.00,485.02,0.70,0.30,0.02,100000.00,940.99,1.19,1.88,0.09,18.54,21.69
400.00,485.02,0.80,0.20,0.02,25000.00,2352.47,2.72,5.56,0.71,6.14,15.13
350.00,484.86,0.70,0.30,0.02,50000.00,940.34,2.16,2.17,0.34,10.18,14.86
350.00,484.77,0.70,0.30,0.02,100000.00,1174.99,1.32,2.48,0.09,20.26,24.15
350.00,484.60,0.70,0.30,0.02,50000.00,1174.18,2.42,2.73,0.34,9.89,15.38
350.00,484.34,0.70,0.30,0.02,100000.00,1563.90,1.49,3.63,0.08,19.46,24.66
350.00,484.17,0.70,0.30,0.02,50000.00,1562.82,2.74,3.84,0.34,9.15,16.07
450.00,484.14,0.90,0.10,0.03,25000.00,520.86,0.82,0.89,0.14,2.60,4.46
350.00,483.50,0.70,0.30,0.02,25000.00,1558.50,4.77,4.61,1.34,5.46,16.19
350.00,483.49,0.70,0.30,0.02,100000.00,2337.60,1.65,6.53,0.08,20.58,28.84
450.00,483.41,0.90,0.10,0.03,50000.00,519.31,0.12,0.56,0.03,10.20,10.91
450.00,483.37,0.90,0.10,0.03,50000.00,584.11,0.12,0.61,0.03,10.17,10.93
350.00,483.32,0.70,0.30,0.02,50000.00,2335.99,3.06,6.69,0.33,11.65,21.73
450.00,483.31,0.90,0.10,0.03,50000.00,667.40,0.13,0.69,0.03,10.18,11.03
450.00,483.23,0.90,0.10,0.03,50000.00,778.38,0.14,0.79,0.03,10.38,11.34
450.00,483.12,0.90,0.10,0.03,50000.00,933.63,0.15,0.97,0.03,10.93,12.09
450.00,483.10,0.90,0.10,0.03,25000.00,583.45,0.22,0.92,0.14,5.28,6.55
300.00,483.06,0.60,0.40,0.03,100000.00,518.55,1.32,1.24,0.12,13.16,15.83
300.00,483.06,0.60,0.40,0.02,100000.00,518.55,1.32,1.24,0.12,13.16,15.83
300.00,483.06,0.60,0.40,0.01,100000.00,518.55,1.32,1.24,0.12,13.16,15.83
450.00,483.04,0.90,0.10,0.03,25000.00,666.64,0.24,0.98,0.14,5.44,6.79
300.00,482.97,0.60,0.40,0.03,100000.00,583.14,1.40,1.39,0.12,13.18,16.09
300.00,482.97,0.60,0.40,0.02,100000.00,583.14,1.40,1.39,0.12,13.18,16.09
300.00,482.97,0.60,0.40,0.01,100000.00,583.14,1.40,1.39,0.12,13.18,16.09
450.00,482.96,0.90,0.10,0.03,25000.00,777.50,0.25,1.07,0.13,5.68,7.14
450.00,482.96,0.90,0.10,0.03,50000.00,1166.25,0.17,1.27,0.03,11.97,13.44
450.00,482.85,0.90,0.10,0.03,25000.00,932.59,0.28,1.22,0.13,6.03,7.66
300.00,482.84,0.60,0.40,0.03,100000.00,666.10,1.49,1.60,0.12,13.12,16.34
300.00,482.84,0.60,0.40,0.02,100000.00,666.10,1.49,1.60,0.12,13.12,16.34
300.00,482.84,0.60,0.40,0.01,100000.00,666.10,1.49,1.60,0.12,13.12,16.34
450.00,482.69,0.90,0.10,0.03,25000.00,1164.96,0.31,1.50,0.13,6.51,8.45
450.00,482.69,0.90,0.10,0.03,50000.00,1553.26,0.19,1.87,0.03,13.57,15.67
300.00,482.68,0.60,0.40,0.02,50000.00,665.66,2.68,1.97,0.46,6.66,11.76
300.00,482.68,0.60,0.40,0.03,100000.00,776.59,1.62,1.91,0.12,13.06,16.69
300.00,482.68,0.60,0.40,0.02,100000.00,776.59,1.62,1.91,0.12,13.06,16.69
300.00,482.68,0.60,0.40,0.01,100000.00,776.59,1.62,1.91,0.12,13.06,16.69
350.00,482.65,0.70,0.30,0.02,25000.00,2329.51,5.48,7.33,1.32,6.53,20.66
300.00,482.52,0.60,0.40,0.02,50000.00,776.09,2.91,2.24,0.46,6.80,12.41
450.00,482.47,0.95,0.05,0.00,25000.00,517.29,0.82,2.52,0.15,2.60,6.09
300.00,482.45,0.60,0.40,0.03,100000.00,931.04,1.77,2.37,0.11,13.21,17.46
300.00,482.45,0.60,0.40,0.02,100000.00,931.04,1.77,2.37,0.11,13.21,17.46
300.00,482.45,0.60,0.40,0.01,100000.00,931.04,1.77,2.37,0.11,13.21,17.46
450.00,482.43,0.90,0.10,0.03,25000.00,1551.57,0.35,2.06,0.13,7.21,9.75
300.00,482.30,0.60,0.40,0.02,50000.00,930.44,3.20,2.67,0.46,7.20,13.54
450.00,482.15,0.90,0.10,0.03,50000.00,2324.65,0.22,3.43,0.03,13.55,17.23
300.00,482.11,0.60,0.40,0.03,100000.00,1162.17,1.95,3.15,0.11,13.89,19.11
300.00,482.11,0.60,0.40,0.02,100000.00,1162.17,1.95,3.15,0.11,13.89,19.11
300.00,482.11,0.60,0.40,0.01,100000.00,1162.17,1.95,3.15,0.11,13.89,19.11
300.00,481.96,0.60,0.40,0.02,50000.00,1161.42,3.57,3.41,0.46,8.03,15.47
450.00,481.90,0.95,0.05,0.00,25000.00,580.58,0.23,2.35,0.14,5.29,8.01
450.00,481.89,0.90,0.10,0.03,25000.00,2322.20,0.40,3.58,0.13,5.67,9.77
300.00,481.55,0.60,0.40,0.03,100000.00,1545.96,2.17,4.65,0.11,16.32,23.25
300.00,481.55,0.60,0.40,0.02,100000.00,1545.96,2.17,4.65,0.11,16.32,23.25
300.00,481.55,0.60,0.40,0.01,100000.00,1545.96,2.17,4.65,0.11,16.32,23.25
300.00,481.40,0.60,0.40,0.02,50000.00,1544.99,3.99,4.88,0.45,6.83,16.16
400.00,481.30,0.80,0.20,0.03,50000.00,514.78,0.66,1.01,0.16,8.65,10.49
